text,label,split
San Francisco Superior Court - No. 996378,answer,test
"Wanda G. Robinson and Carroll Robinson v Raybestos- Manhattan, et al.",answer,test
82491256 94624999,other,test
COURT:,question,test
Asbestos,answer,test
JUDGE:,question,test
CASE FORM,header,test
CASE NAME:,question,test
LORILLARD ENTITIES,question,test
DATE FILED,question,test
DATE SERVED,question,test
CASE TYPE:,question,test
PLAINTIEE'S COUNSEL:,question,test
LORILLARD COUNSEL:,question,test
TRIAL DATE:,question,test
82504862 946225115,other,test
"Wartnick Chaber, Harowitz, Smith& Tigerman StephenM. Tigerman 101 California Street Suite 2200 San Francisco California 94111 ",answer,test
"August 3, 1998",answer,test
Lorillard Tobacco Company,answer,test
San Francisco Superior Court- No. 996382,answer,test
Donald D. Sellers and Robin J. Sellers v. Raybestos Manhattan et al.,answer,test
Fax,header,test
LORILLARD TOBACCO COMPANY,header,test
,question,test
001/004,other,test
To:,question,test
Fax:,question,test
CC:,question,test
Re:,question,test
From:,question,test
Date:,question,test
Fax:,question,test
Pages:,question,test
Urgent,question,test
4,answer,test
Comments:,question,test
CONFIDENTIALITY,question,test
NOTE,question,test
Telephone:,question,test
82562350,other,test
05/01/00 10:21,other,test
612 894 9690,other,test
LORILLARD RGNY 11,other,test
Mr. Randy Spell,answer,test
Rick Redfield,answer,test
"May 1, 2000",answer,test
952 894- 9690,answer,test
Mr. Fred Paternostro,answer,test
Legal- lowa,answer,test
For Review,question,test
Please Comment,question,test
Please Reply,question,test
please Recycle,question,test
"Attached is the Iowa Department of Revenue and Finance Minimum Legal Prices on Cigarettes as of April 3, 2000. I am attempting to obtain a copy of the actual Fair Trade Law and will forward as soon as obtained. Rick",answer,test
"This facsimile may contain privileged and confidential information intended only for the use of the individual entity named above. If the mader of the facsimile is not the intended recipient or employee or delivering. It to the intended recipient you are hereby notified that any dissemination for copying of this facsimile is strictly prohibited. If you have received his facsimile in error, please notify us immediately by telephone (number indicated below) and return the original facsimile to us at the address below via the U.S Postal Service.",other,test
"205 River Ridge Circle P. O. Box 7589 Bumsville, MN 5337",other,test
(952) 694-2238,answer,test
82573104,other,test
,other,test
Date:,question,test
To:,question,test
From:,question,test
Room:,question,test
MESSAGE:,question,test
COVINGTON & BURLING,header,test
xc: RB5 12- 9- 99 RECEIVED DEC -9 1999 R B. SPELL,other,test
"1201 Pennsylvania Avenue, N W. P. O. Box 7566 Washington D. C. 20044- 7566 (202) 662- 6000 Fax Numbers (202) 662 6291 or (202) 737 0528 Fax Operator (202) 662- 6280",other,test
THIS FACSIMILE TRANSMISSION INTENDED ONLY FOR THE ADDRESSEE SHOWN BELOW LIT MAY CONTAIN INFORMATION THAT IS PRIVILEGED CONFIDENTIAL OR OTHERWISE PROTECTED FROM DISCLOSURE ANY REVIEW DISSEMINATION OR USE OF THIS TRANSMISSION OR ITS CONTENTS BY PERSONS OTHER THAN THE ADDRESSEE IS STRICTLY PROHIBITED YOU HAVE RECEIVED THIS TRANSMISSION ERROR PLEASE NOTIFY US IMMEDIATELY AND MAIL THE ORIGINALI TO AT THE ABOVE ADDRESS,other,test
"December 9, 1999",answer,test
"Haney H. Bell, Esq.",answer,test
David H. Remes (202) 778 5212 - direct fax,answer,test
803E // Pages (including cover),answer,test
,other,test
,other,test
DATE:,question,test
TIME:,question,test
MRA,other,test
MANUFACTURER:,question,test
cc:,question,test
82837252,other,test
NEW COMPETITIVE PRODUCTS,header,test
REPORTED BY:,question,test
"BOBBY MILLS, REGIONAL SALES MGR., INDIANAPOLIS, IN",answer,test
8/ 10/ 90,answer,test
SOURCE OF INFORMATION:,question,test
"HALL RODECAP, NOBLESVILLE, IN",answer,test
B & W,answer,test
VICEROY KING BOX AND VICEROY LIGHTS KING BOX,answer,test
BRAND NAME:,question,test
TYPE OF PRODUCT:,question,test
SIZE OR SIZES:,question,test
LIST PRICE:,question,test
EXTENT OF DISTRIBUTION:,question,test
SEE ATTACHED INFORMATION SHEET,answer,test
OTHER INFORMATION:,question,test
G. Telford F. J. Schultz A. W. Spears N. P. Ruffalo T. Achey P. J. McCann A. J. Giacolo,answer,test
J. J. Tatulli L. H. Kersh J. R. Slater S. T. Jones R S. Goldbrenner E. R. Harrow,answer,test
A. H. Tisch R. H. Orcutt M. A. Peterson T. H. Mau L. Gordon J. P. Mastandrea,answer,test
DATE:,question,test
COMPANY:,question,test
PHONE:,question,test
FROM:,question,test
PHONE:,question,test
MESSAGE:,question,test
YES,question,test
NO,question,test
2,answer,test
X,answer,test
83443897,other,test
JAN 11 '99 16: 29 FR 8220,other,test
TO 3212128557HC02N P. 01,other,test
DICKSTEIN SHAPIRO MORING OSHINSKY ,other,test
FAX TRANSMISSION,header,test
"January 11, 1999",answer,test
L8557 002,answer,test
Dewey Tedder,answer,test
Lorillard Tobacco Company,answer,test
336/ 373- 6917,answer,test
336/ 373- 6750,answer,test
Andy Zausner and Rob Mangas,answer,test
202/ 828- 2259 and 202/ 828 2241,answer,test
CLIENT NO.:,question,test
MESSAGE TO:,question,test
FAX NUMBER:,question,test
PAGES (including Cover Sheet):,question,test
HARD COPY TO FOLLOW,header,test
JAN 1 2 1999,answer,test
The following is for your review,answer,test
"If your receipt of this transmission is in error, please notify this firm immediately by collect call to our Facsimile Department at 202- 861- 9106, and send the original transmission to us by return mail at the address below.",other,test
"This transmission is intended for the sole use of the individual and entity to whom it is addressed, and may contain information that is privileged, confidential and exempt from disclosure under applicable law. You are hereby notified that any dissemination, distribution or duplication of this transmission by someone other than the intended addressee or its designated agent is strictly prohibited.",other,test
"2101 L Street NW Washington, DC 20037- 1526 Tel 202- 785 9700 Fax 202- 887 0689",other,test
Sender,question,test
Date,question,test
To,question,test
Reference,question,test
November,answer,test
"12,",other,test
1999,answer,test
6,answer,test
Message:,question,test
8355333,other,test
11/ 12/ 99 19: 32 FAA 212 450 4800,other,test
DPW 1048,other,test
UUZ/ DUS,other,test
DAVIS POLK & WARDWELL,header,test
Fax Transmittal,question,test
"450 Lexington Avenue New York, NY 10017 212- 450- 4000",answer,test
Charles Duggan,answer,test
Number of Pages (this page included),question,test
Sender Voice Number,question,test
"If problems receiving this fax, call",question,test
212- 450- 4785,answer,test
212- 450- 4785,answer,test
Sender Fax Number,question,test
212- 450- 3785,answer,test
17555 002,answer,test
Fax Number,question,test
Company,question,test
Recipient Phone Number,question,test
Thomas M. Sobol,answer,test
617- 439- 3278,answer,test
Brown Rudnick Freed & Gesmer,answer,test
617- 330- 9000,answer,test
843- 720 9000,answer,test
"Ness, Motley, Loadholt, Richardson & Poole",answer,test
843- 720- 9290,answer,test
Joseph F. Rice,answer,test
Robert V. Costello Jeffrey D. Woolf,answer,test
617- 722- 0286,answer,test
415- 956- 1008,answer,test
Richard M. Heimann,answer,test
Michael P. Thornton,answer,test
617- 720- 2445,answer,test
"Thomton, Early & Naumes",answer,test
617- 720- 1333,answer,test
415- 956- 1000,answer,test
617- 227- 7500,answer,test
"Schneider, Reilly, Zabin & Costello",answer,test
"Lieff, Cabraser & Heimann",answer,test
Confidentiality Note,question,test
This only for the person or entity may besi pavilegedal ,answer,test
"of otherwis protected from disclosos. Disscnlation, distribution popying of the facile the information herein by anyone other than the poupil, waployee responsible for delivering the message the prohibited. You thisfacsimile in error please notify as immediately by telephone and return the facsimile by mail.",answer,test
Date:,question,test
From:,question,test
Re:,question,test
COMMENTS:,question,test
Recipient(s):,question,test
Company:,question,test
83573282,other,test
Urgent!,header,test
Deliver,header,test
Immediately,header,test
04/ 14/ 99 18: 36 FAX 206 623 0594,other,test
HAGENS BERMAN,header,test
HAGENS BERMAN Attorney Law,header,test
WA Fee Pay Agree XC: JAW,other,test
"1301 FIFTH AVENUE, SUITE 2900 SEATTLE, WA 98101 TELEPHONE (206) 623 7293 FACSIMILE (206) 623- 0594",other,test
FACSIMILE COVER SHEET,header,test
"January 14, 1999",answer,test
No. of Pages,question,test
37 (including this page),answer,test
1129. 01,answer,test
File No.:,question,test
Tobacco - Fee Payment Agreement and Release,answer,test
Steve W. Berman,answer,test
Phone No.:,question,test
Fax No.:,question,test
(212) 403- 2000,answer,test
(212) 450- 4800,answer,test
(917) 663- 5399,answer,test
(502) 568- 7297,answer,test
(336) 335- 7707,answer,test
(336) 741- 2998,answer,test
(312) 861- 2200,answer,test
(312) 861- 2000,answer,test
(212) 450- 4000,answer,test
(212) 403- 1000,answer,test
"Wachtell, Lipton, Rosen & Katz",answer,test
"Davis, Polk & Wardwell",answer,test
Philip Morris Inc.,answer,test
Brown & Williamson Tobacco Corp.,answer,test
Lorillard Tobacco Co.,answer,test
R. J. Reynolds Tobacco Co,answer,test
Kirkland & Ellis,answer,test
Mr. Stephen R. Patton,answer,test
Mr. Charles A. Blixt,answer,test
Mr. Ronald Milstein,answer,test
Mr. F. Anthony Burke,answer,test
Mr. Martin Barrington,answer,test
Mr. Arthur F. Golden,answer,test
Mr. Meyer G. Koplow,answer,test
Please call the Support Center at (206) 268- 9312 or,question,test
at ext,question,test
if you do,question,test
not receive all of these pages or if there is a problem.,question,test
"The information contained in this facsimile is confidential and may also be attorney privileged. The information is intended only for the use of the individual or entity to whom it is addressed. If you are not the intended recipient, or the employee or agent responsible for delivering it to the intented recipient, you are hereby notified any use, dissemination, distribution or copying of this communication is strictly prohibited. If you have received this facsimile in error, please immcdiately notify us by a collect call to (206) 623- 7292, and return the original message to us at the address above via the US Postal Service. Thank you.",other,test
A PROFESSIONAL SERVICE CORPORATION,other,test
Date:,question,test
To:,question,test
Company:,question,test
From:,question,test
3,answer,test
Lorillard,answer,test
83594639,other,test
☑001,other,test
89/ 22/ 97 MON 15: 35 FAX 12124554900,other,test
ROPER STARCH WORLDWIDE,other,test
ROPER STARCH,header,test
TURNING DATA INTO INTELLIGENCE WORLDWIDE,other,test
Fax Fax Fax Fax Fax Fax Fax Fax Fax,header,test
Ron Milstein,answer,test
(910) 335 7707,answer,test
Pages (Including cover page):,question,test
"""JJ"" Klein",answer,test
Fax Number:,question,test
Roper Starch Worldwide nc 205 East 42nd Street New York NY 0017 212 599 0700 212 887 7008 Fax,other,test
Roper Marketing and Public Option Research Search Advertising and Media Research Frederen Marketing Services INRA World Headquarters,other,test
"September 22, 1997",answer,test
TO,question,test
,other,test
DATE:,question,test
COMPANY:,question,test
PHONE:,question,test
FROM:,question,test
PHONE:,question,test
MESSAGE:,question,test
YES,question,test
NO,question,test
12,answer,test
83624198,other,test
Tel,question,test
Fax,question,test
FEB 25 '98 18: 23 FR ,other,test
#1 28557 002# P. 2101,other,test
FAX TRANSMISSION,header,test
"February 25, 1998",answer,test
L8557 002,answer,test
Ronald S. Milstein,answer,test
Lorillard Tobacco Company,answer,test
910/ 335- 7707,answer,test
910 /335 -7718,answer,test
Andy Zausner,answer,test
202 /828 -2259,answer,test
FAX NUMBER:,question,test
MESSAGE TO:,question,test
CLIENT NO.:,question,test
PAGES (including Cover Sheet):,question,test
HARD COPY TO FOLLOW:,header,test
See attached fax from the Committee on Commerce just received in my office. Call me discuss.,answer,test
"If your receipt of this transmission is in error, please notify this firm immediately by collect call to our Facsimile Department at 202- 861 -9106 and send the original transmission to us by return mail at the address below.",other,test
"This transmission is intended for the sole use of the individual and entity to whom it is addressed, and may contain information that is privileged, confidential and exempt from disclosure under applicable law. You are hereby notified that any dissemination, distribution duplication of this transmission by somcong other than the intended addressee or its designated agent is strictly prohibited.",other,test
2101 L. Street NW Washington DC 20037 1528,other,test
202 785 9700,answer,test
202 -887 -0589,answer,test
DATE:,question,test
TO:,question,test
FROM:,question,test
83635935,other,test
JUN 05 97 02:00 PM LOEWS CORP ,other,test
P. 1/ 6,other,test
LOEWS CORPORATION,header,test
"667 Madison Avenue, New York, N. / 10021 8087 (212) 545 2920 Fax (212) 935 6801",other,test
BARRY HIRSCH Senior Vice President Secretary & General Counsel,other,test
FAX CONFIDENTIAL,header,test
"June 4, 1997",answer,test
Dr. Spears/ A. J. Stevens/ R. Milstein,answer,test
Barry Hirsch,answer,test
"TOTAL NUMBER OF PAGES INCLUDING THIS COVER SHEET- 6 IF YOU DO NOT RECEIVE ALL THE PAGES, PLEASE CALL CAROL DOKTORSKI AT (212) 545- 2934.",other,test
OUR FAX NUMBER ,question,test
(212) 935 6801,answer,test
THIS TRANSMISSION IS INTENDED ONLY FOR THE USE OF THIS INDIVIDUAL OR ENTITY TO FROM IT IS ADDRESSED. AND MAY CONTAIN INFORMATION THAT IS PRIVILEGED CONFIDENTIAL AND You YOU ARE THAT MY DIRAYDOTIG DISAISONICAR OF THIS COMKONICATION TA ATRICTLY PROHIBITED HAVE RECEIVED TINCOFMONTTIOS PYTHOND ROU ORIGDOL YILSON ATITE ABOVE ADDR359 VIA POSTAL SERVICE THANK YOU.,other,test
31,answer,test
1818,answer,test
22,answer,test
15,answer,test
24,answer,test
19,answer,test
15,answer,test
209,answer,test
32,answer,test
151/15,answer,test
81/9,answer,test
138/9,answer,test
140/13,answer,test
117/9,answer,test
118/8,answer,test
166/15,answer,test
115/13,answer,test
163/11,answer,test
DISTRIBUTION,header,test
DIVISION:,header,test
REGION:,header,test
FULL,question,test
Flint,answer,test
X,other,test
FULL,question,test
PARTIAL,question,test
PARTIAL,question,test
13,answer,test
12,answer,test
13,answer,test
X,answer,test
196/13,answer,test
16,answer,test
TO:,question,test
FROM:,question,test
SUBJECT:,question,test
GEOGRAPHY,header,test
X,answer,test
142,answer,test
237,answer,test
102,answer,test
39,answer,test
184,answer,test
32,answer,test
40,answer,test
31,answer,test
Emra,answer,test
Walmart,answer,test
83641919,other,test
S. P. ZOLOT,answer,test
R. W. RICHARDSON,answer,test
OCT 05,question,test
SUBMISSION DATE,header,test
DEC 21,question,test
NOV 16,question,test
OLD GOLD- LIGHT BOX 100'S PROGRESS REPORT,answer,test
"(ONLY IF PARTIAL REGION, CONTINUE WITH DIVISION(S) SCOPE)",other,test
DIVISION NAME:,question,test
DIVISION NAME:,question,test
DIVISION NAME:,question,test
Detroit North,answer,test
Detroit East,answer,test
Grand Rapids,answer,test
DIVISION NAME:,question,test
DIVISION NAME:,question,test
DIVISION NAME:,question,test
Detroit South,answer,test
Detroit West,answer,test
# REPS:,question,test
# REPS:,question,test
# REPS:,question,test
Direct Accounts and Chains Headquartered within the Region (15+ Stores) Stocking No Old Gold Light Box 100's,other,test
Name of Account,question,test
Ind/Lor Volume,question,test
Number of Stores,question,test
Name of Account,question,test
Ind/Lor Volume,question,test
Number of Stores,question,test
Quality Dairy,answer,test
Bay Stations,answer,test
Schmuckal Dil,answer,test
Wilson Oil,answer,test
Quik Stop,answer,test
Forwards,answer,test
Phil Flint,answer,test
Arbor Rx,answer,test
Imperial Oil,answer,test
Speedy Q,answer,test
Direct Accounts and Chains Headquartered Outside the Region. (15+ Stores) Stocking No Old Gold Light Box 100's,other,test
Name of Account,question,test
Ind/Lor Volume,question,test
Number of Stores,question,test
Name of Account,question,test
Ind/Lor Volume,question,test
Number of Stores,question,test
Clark Gas,answer,test
7- Eleven Southland,answer,test
Ultra Diamond,answer,test
Dairy Mart,answer,test
Mobil Oil,answer,test
ACA Amoco,answer,test
GOD ,other,test
Page 1 of 3,other,test
NO.,other,test
1796,other,test
P.,question,test
#:,question,test
TIME:,question,test
TO:,question,test
FROM:,question,test
DATE:,question,test
392,answer,test
,answer,test
OPERATOR:,question,test
,answer,test
Jack,question,test
CONFIDENTIALITY,question,test
NOTICE,question,test
83772145,other,test
JAN 31. 1997 11: 48 AM,other,test
FAX COVER,other,test
LAW OFFICES SHOOK HARDY & BACON L. L. P.,header,test
1/ 3,other,test
FAX COVER,other,test
One Kansas City Place 1200 Main Street Kansas City Missouri 64105- 2118 Telephone (816) 474 6550 Facsimile (816) 421- 5547,other,test
JACK REILLY,answer,test
TELECOPY NO:,question,test
212/ 545- 3297,answer,test
LORI 45048,answer,test
ORIGINAL DOCUMENT WILL FOLLOW VIA FEDERAL EXPRESS,other,test
Pages transmitted including cover sheet:,question,test
SHB Client Matter No:,question,test
"JANUARY 31, 1997",answer,test
JIM DALEY,answer,test
"If you experience any problems, please call extension 21000",answer,test
"Per your request, attached is a memo regarding the process of labeling reviewed diskettes for the purpose of later identification Please call me if you have any questions regret I cannot join you and the electronic document collection team for lunch today. I hope you agree they have done an outstanding job! I look forward to seeing you on February 5 for the Legal Edge presentation. Best Regards, Jim Daley",answer,test
The documents accompanying this transmission contain confidential information belonging to the  sender ,other,test
"Legally privileged The information is intented only for the Individual or entity named above pol pre intended recipen you heret notified that copying distribuar dhe crion Islance content or lecoled normation och If you have received this telecopy in error,  please immediately notify us by telephone to arrange for return of the origin documents to us.",other,test
COMMENTS/ MESSAGE:,question,test
Special Instructions:,question,test
,other,test
001,other,test
Date,question,test
To,question,test
2,answer,test
Company,question,test
Sender,question,test
Reference,question,test
Message:,question,test
83823750,other,test
Confidentiality,question,test
Note:,question,test
/97 TUE 18: 39 FAX 212 5578,other,test
DPW 30 -59,other,test
DAVIS POLK & WARDWELL,header,test
Fax Transmittal,question,test
450 Lexington Avenue New York NY 10017 212- 450 4000,other,test
"Robert H. Shaw, Esq.",answer,test
"November 11, 1997",answer,test
Lorillard Tobacco Company,answer,test
Fax Number,question,test
Voice Number,question,test
910 -335- 7077,answer,test
910 -335- 7720,answer,test
Number of Pages (this page included),question,test
Charles Duggan,answer,test
Sender Voice Number,question,test
Main Fax Operator Voice Number,question,test
212 -450- 4785,answer,test
Sender Fax Number,question,test
212 -450 -5578,answer,test
17560 -188,answer,test
"This facsimile intended only the person or entity to which it is addressed and may contain information that is privileged, confidential",other,test
"or otherwise protected from disclosure distribution or copying of this facsimile or the information herein by anyone other than the intended recipient, or an employee or agent responsible for delivering the message to the intended recipient is prohibited. If you love received the facsimile in error, please notify us immediately by telephone and return the facsimile by mail.",other,test
TO:,question,test
FROM:,question,test
CC:,question,test
PACK/CARTON,question,test
REQUIREMENTS,question,test
PACK,answer,test
JOB#,question,test
07809,answer,test
594,answer,test
14%,answer,test
30165,other,test
83996357,other,test
COUPON CODE REGISTRATION FORM,header,test
KELLI SCRUGGS,answer,test
LEONARD JONES,answer,test
V. LOSITO M. TAHMASEB G. BAROODY L. STEVENS B. VON DER LIPPE D. Risling,answer,test
BRAND(S) APPLICABLE,question,test
OLD GOLD,answer,test
DIRECT MAIL,answer,test
MEDIA TYPE,question,test
MEDIA NAME,question,test
ISSUE FREQUENCY YEAR,question,test
SPACE/ COLOR,question,test
10/ 4/ 99,answer,test
3/ 31/ 00,answer,test
COUPON VALUE,question,test
GEOGRAPHICAL AREA(S),question,test
CIRCULATION DATES,question,test
CIRCULATION(#),question,test
COUPON EXPIRATION DATE,question,test
COUPON ISSUE DATE,question,test
"201, 500",answer,test
OCTOBER 1999,answer,test
DISCOUNT SMOKERS OG GROUPS IANDII,answer,test
$1 00 OFF PACK,answer,test
,answer,test
4/ 14/ 99,other,test
ADVERTISING CREATIVE TITLE,question,test
SIGNATURE OF INITIATOR,question,test
DATE INITIATED,question,test
REDEMPTION RESULTS,answer,test
CODE ASSIGNED,question,test
EST. REDEMPTION,question,test
NAME,question,test
ADDRESS,question,test
CITY,question,test
STATE,question,test
ZIP,question,test
AGE,question,test
1.,question,test
2.,question,test
3.,question,test
SMOKING,question,test
85201976,other,test
"Marden - Kane, Inc.",header,test
"TRUE ""YOU FOUND IT"" SWEEPSTAKES SECOND PRIZE WINNER TRAVEL INFORMATION SHEET",other,test
THE DESTINATION IN THE CONTINENTAL UNITED STATES I WISH TO TRAVEL TO IS:,question,test
HOME PHONE,question,test
BUSINESS PHONE,question,test
NAME OF GUEST,question,test
RELATIONSHIP TO WINNER,question,test
PLEASE LIST THREE ALTERNATIVE DATES YOU WOULD LIKE TO TRAVEL,question,test
MAJOR AIRPORT NEAREST YOUR HOME,question,test
AIRLINE: (CHECK ONE),question,test
NON- SMOKING,question,test
SPECIAL DIETARY REQUIREMENTS,question,test
ANY ADDITIONAL INFORMATION YOU WOULD LIKE TO PROVIDE,question,test
NAME:,question,test
TITLE:,question,test
COMPANY:,question,test
ADDRESS:,question,test
PHONE:,question,test
Lorillard,answer,test
,other,test
"SHERATON- CARLTON HOTEL WASHINGTON, D. C.",other,test
THE TOBACCO INSTITUTE FIFTH ANNUAL COLLEGE TOBACCO KNOWLEDGE REGISTRATION FORM,header,test
FEBRUARY 19-21 1980,other,test
GEORGE R. TELFORD,answer,test
Brand Manager,answer,test
"666 Fifth Avenue, New York, NY 10019",answer,test
(212) 841- 8787,answer,test
CHECK ONE:,question,test
Please reserve a room for me at the Sheraton- Carlton,answer,test
X I will my own housing arrangements.,answer,test
ARRIVAL DATE AND TIME:,question,test
2/18/80 7:00 P. M.,answer,test
DEPARTURE DATE AND TIME:,question,test
2/21/80 4:00 P. M.,answer,test
"Please attach a brief (50 words or so) autobiographical sketch. Note your first name or nickname, your current professional re- sponsibilities, employment background and whatever personal in- formation you feel would be helpful in giving your fellow students an idea of your activities and interests. The sketches will be assembled and provided at the opening class session.",other,test
Any questions?,question,test
Call Connie Drath or Carol Musgrave at 800/424- 9876.,answer,test
"**PLEASE RETURN IN SELF- ADDRESSED ENVELOPE BY FRIDAY, JANUARY 18, 1980**",other,test
(Name),question,test
(Date),question,test
(Position),question,test
(Name),question,test
85540866,other,test
MEDIA CONTACT SHEET,header,test
(Publication or station),question,test
Reason for Contact,question,test
Questions/ Responses,question,test
Additional Comments,question,test
Inquiry handled by:,question,test
(Location address),question,test
(Phone number),question,test
YEAR:,question,test
OVERWRAP:,question,test
NICOTINE:,question,test
TAR:,question,test
85629964,other,test
CIGARETTE REPORT FORM,header,test
BRAND NAME:,question,test
NO. PER PACK,question,test
VAR. DESC:,question,test
(SEE EXPLANATION),question,test
VARIETY UNIT SALES:,question,test
VARIETY DOLLAR SALES:,question,test
CIG. LENGTH:,question,test
FILTER LENGTH:,question,test
FILTER TYPE:,question,test
FLAVORING:,question,test
PACK TYPE:,question,test
LAST SOLD DATE:,question,test
IST MANUFACT. DATE:,question,test
YEARLY SUMMARY:,question,test
IST SALES DATE:,question,test
CARBON MONO:,question,test
ADVERTISING EXPENDITURES (SEE EXPLANATION),header,test
CAT- A- EXPENSES:,question,test
CAT- D- EXPENSES:,question,test
CAT- G- EXPENSES:,question,test
CAT- J- EXPENSES:,question,test
CAT- M- EXPENSES:,question,test
TOTAL ADVERTISING EXPENDITURES:,question,test
CAT- B- EXPENSES:,question,test
CAT- E- EXPENSES:,question,test
CAT- H- EXPENSES:,question,test
CAT- K- EXPENSES:,question,test
CAT- N- EXPENSES:,question,test
CAT- C- EXPENSES:,question,test
CAT- F- EXPENSES:,question,test
CAT- I- EXPENSES:,question,test
CAT- L- EXPENSES:,question,test
From:,question,test
To:,question,test
CC:,question,test
,other,test
Circulation(#),question,test
,other,test
,other,test
,other,test
,other,test
,other,test
,other,test
,other,test
,other,test
,other,test
,other,test
,other,test
,other,test
,other,test
86075409,other,test
Tiers,question,test
"II,",question,test
&,question,test
IV,question,test
Lynnette Stevens,answer,test
Kelli Scruggs,answer,test
Vincent Losito George Baroody,answer,test
S. Tesh C. Hill,answer,test
Don Kisling,question,test
Brand(s) Applicable,question,test
Media Type,question,test
Media Name,question,test
Issue Frequency/ Year,question,test
*Space/ Color,question,test
Coupon Issue Date,question,test
Coupon Expiration Date,question,test
Geographical Area(s),question,test
Coupon Value,question,test
Pack and/ or Carton?,question,test
Advertising Creative Title.,question,test
Signature of Initiator,question,test
Date Initiated,question,test
Analytical Requirements,question,test
"Newport Parent, Lights. & 120's",answer,test
Direct Mail,answer,test
Competitive 21- 34 years,answer,test
4/ 14/ 00,answer,test
9 /30 00,answer,test
"APPROX 600. 000 AR. AZ.A K CA CO FL ID IA. CT, ME, MASS, MN, MT, NE,",answer,test
"NV, NM, NY ND, DK, OR, RL, SD, WA, DC, WY $1. 50 OFF PACK",answer,test
21- Jan 00,answer,test
FOR CONTROL USE ONLY,header,test
Code Assigned,question,test
Job Number,question,test
Est. Redemption,question,test
05787,answer,test
13%,answer,test
* Where Applicable,other,test
SPECIFICS,header,test
Execution:,question,test
Media:,question,test
OBJECTIVE,header,test
TARGET,header,test
COMMUNICATION,header,test
PLATFORM,header,test
86079776,other,test
CREATIVE INPUT DOCUMENT,header,test
Date/ Time:,question,test
Prepared By:,question,test
10/30/98 1:46 PM,answer,test
Milestone Presentation Date:,question,test
Estimated Creative Budget:,question,test
Concept:,question,test
Client Name:,question,test
Matter Number:,question,test
Project Title:,question,test
Est. Production Budget:,question,test
Why are we advertising? What do we plan to achieve?,header,test
To whom are we talking? Who is the primary target? Is there a secondary target? What is their relationship to the brand what do they currently think about it?,question,test
What is the single most important message/idea we are trying to communicate? What is the unique selling position that will help us achieve our advertising goal? Are there any secondary messages?,question,test
What is the key benefit to the target? What's in it for the reader?,question,test
"Is there an offer/call to action? What are we offering the target to persuade him/her to act now? (A premium, sweepstakes, limited-time offer, free information, or something else?",question,test
What would we like our target to think? What would our target say after being exposed to our program?,question,test
c:\my documents\wp\sample cid. doc,other,test
1 of 2,other,test
10/30/98 01:46 PM,other,test
☐ Loyalty,question,test
☐ Lead Generation,question,test
☐ Trial,question,test
☐ Acquisition,question,test
☐ Up-Sell,question,test
☐ Awareness,question,test
☐ Retention,question,test
☐ Cross-Sell,question,test
☐ Direct Sale,question,test
☐ Other,question,test
☐ Change Image Perception,question,test
☐ New Product/Package Intro.,question,test
☐ Competitive Blocking,question,test
☐ Relationship-Building,question,test
To:,question,test
Firm:,question,test
FAX,question,test
#:,question,test
From:,question,test
Date:,question,test
MSA,answer,test
Autodial,answer,test
"Mike,",other,test
,other,test
8622042,other,test
LORILLARD TOBACCO COMPANY Market Planning and Information Department,header,test
Mike Mozina,answer,test
Susan Smith,answer,test
335- 7733,answer,test
335- 7150,answer,test
FAX #:,question,test
Phone #:,question,test
8/ 31/ 98,answer,test
3 (including this cover page),answer,test
# Pages:,question,test
- Approval for AWS Quarterly Store Count Database to begin 3rd Quarter 1998,other,test
- Table showing significant jump in Convenience Store market importance in 2nd Quarter 1998,other,test
Talk to you soon!,question,test
"As promised, here are:",question,test
,question,test
TO:,question,test
FROM:,question,test
SUBJECT:,question,test
X,answer,test
GEOGRAPHY,header,test
REGION:,header,test
DIVISION:,header,test
FULL,question,test
PARTIAL,question,test
x,answer,test
FULL,question,test
PARTIAL,question,test
DISTRIBUTION,header,test
Seyle,answer,test
Dantzlen,answer,test
Econ,answer,test
180,answer,test
130,answer,test
20,answer,test
19,answer,test
18,answer,test
18,answer,test
17,answer,test
16,answer,test
K&B,answer,test
Delchamps,answer,test
Litco,answer,test
85,answer,test
39,answer,test
36,answer,test
36,answer,test
23,answer,test
23,answer,test
22,answer,test
86230203,other,test
Page 1 of 4,other,test
MAVPROG,other,test
11-Dec-96,other,test
12/12/96 08:33,other,test
204 7348616,other,test
LORILLARD TOB,other,test
NYO 1,other,test
0001/ 004,other,test
K. A. Sparrow,answer,test
F. Strickland,answer,test
MAVERICK SPECIALS- PROGRESS REPORT,answer,test
SUBMISSION DATE,header,test
DEC 13,question,test
JAN 25,question,test
FEB 24,question,test
APR 4,question,test
(ONLY IF PARTIAL REGION CONTINUE WITH DIVISION(S) SCOPE),question,test
DIVISION NAME:,question,test
DIVISION NAME:,question,test
DIVISION NAME:,question,test
# REPS,question,test
# REPS,question,test
# REPS,question,test
DIVISION: ,question,test
DIVISION NAME:,question,test
DIVISION NAME:,question,test
DIRECT ACCOUNTS AND CHAINS HEADQUARTERED WITHIN THE REGION (15+ STORES) STOCKING NO MAVERICK SPECIALS,other,test
NAME OF ACCOUNT,question,test
NO. OF STORES,question,test
NAME OF ACCOUNT,question,test
NO OF STORES,question,test
Winn Dixie,answer,test
Schwegmann,answer,test
Aurry Greer,answer,test
Double ,answer,test
Huber Oil,answer,test
Morris Corp,answer,test
